
---------- Begin Simulation Statistics ----------
simSeconds                                   0.071935                       # Number of seconds simulated (Second)
simTicks                                  71935479000                       # Number of ticks simulated (Tick)
finalTick                                 71935479000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1036.46                       # Real time elapsed on the host (Second)
hostTickRate                                 69404785                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     681148                       # Number of bytes of host memory used (Byte)
simInsts                                    310300401                       # Number of instructions simulated (Count)
simOps                                      351110838                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   299384                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     338759                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        143870959                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       352200297                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      415                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      351766872                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   7152                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1089873                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1197616                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 142                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           143722405                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.447544                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.616402                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  58461146     40.68%     40.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  11813673      8.22%     48.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  10822401      7.53%     56.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  13129946      9.14%     65.56% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  13707859      9.54%     75.10% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  13200785      9.18%     84.28% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   7904145      5.50%     89.78% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   6801272      4.73%     94.52% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   7881178      5.48%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             143722405                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   46111      1.72%      1.72% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  10946      0.41%      2.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                    1207      0.05%      2.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      2.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      2.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      2.17% # attempts to use FU when none available (Count)
